,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
12204,59800,2.005,0.6408,8.04,106.85,140.01,204.56,3709958,2.84,0.00014,0.00071,0.002,0.006,0.0079,0.55,       (2015 BV515),       (2015 BV515),
12205,59800,2.575,0.4962,25.62,1.67,97.2,324.22,3715407,4.13,1.1e-06,8.9e-08,7.8e-05,2.8e-05,0.00016,7.9e-05,       (2015 BS516),       (2015 BS516),
12206,57050,1.574,0.2883,12.78,319.95,193.57,344.87,3715408,1.97,0.0086,0.024,0.3,0.077,0.3,16.0,       (2015 BT516),       (2015 BT516),
12207,57045,2.032,0.5587,1.94,311.05,222.14,346.72,3715411,2.9,0.00086,0.0037,0.0023,0.00071,0.0046,2.9,       (2015 BW516),       (2015 BW516),
12208,57051,2.445,0.5749,10.57,228.82,201.81,26.63,3715412,3.82,2.6,17.0,5.1,120.0,96.0,14000.0,       (2015 BX516),       (2015 BX516),
12209,57061,2.922,0.6637,13.47,296.24,249.32,356.14,3715413,4.99,0.0031,0.028,0.03,0.044,0.034,26.0,       (2015 BY516),       (2015 BY516),
12210,59800,1.203,0.2417,4.43,128.09,59.13,215.82,3753570,1.32,0.00042,0.00052,0.0074,0.00093,0.0034,0.31,       (2015 BC518),       (2015 BC518),
12211,57044,3.597,0.8517,6.11,215.74,279.88,353.84,3764850,6.82,0.11,2.9,0.36,2.3,5.4,3000.0,       (2015 BO519),       (2015 BO519),
12212,59800,0.9434,0.2058,15.75,319.17,47.7,177.23,3709453,0.916,6.1e-07,1.9e-07,2.4e-05,9.1e-06,3.9e-05,9.9e-05,       (2015 CB),       (2015 CB),
12213,59800,1.301,0.2287,14.11,316.61,137.05,47.05,3709712,1.48,0.0003,0.00054,0.015,0.0017,0.0099,0.34,       (2015 CF),       (2015 CF),
12214,59800,2.167,0.5828,4.54,134.48,50.49,116.87,3709713,3.19,0.00051,0.0024,0.0034,0.0013,0.0043,2.0,       (2015 CG),       (2015 CG),
12215,59800,0.7324,0.5645,2.98,320.05,330.93,242.67,3709715,0.627,1e-06,5e-09,1.5e-05,8.4e-06,8.3e-06,2.3e-06,       (2015 CL),       (2015 CL),
12216,59800,1.049,0.0415,11.38,320.02,157.23,12.46,3709716,1.07,3.6e-05,5.2e-05,0.0064,0.00015,0.014,0.029,       (2015 CM),       (2015 CM),
12217,57063,1.623,0.3601,0.81,301.43,204.24,357.92,3709773,2.07,0.00083,0.0023,0.0016,0.0017,0.0066,1.6,       (2015 CO),       (2015 CO),
12218,57062,2.423,0.7963,4.83,137.85,258.92,12.84,3709775,3.77,0.0017,0.017,0.012,0.0013,0.0037,15.0,       (2015 CP),       (2015 CP),
12219,59800,0.9528,0.2802,2.65,305.85,343.6,245.92,3709924,0.93,0.0012,0.00015,0.013,0.0086,0.016,0.081,       (2015 CR),       (2015 CR),
12220,59800,1.901,0.4971,2.99,321.68,211.46,297.79,3709926,2.62,0.00018,0.00065,0.00079,0.00063,0.0025,0.49,       (2015 CS),       (2015 CS),
12221,59800,1.029,0.354,10.75,144.52,155.8,278.04,3709959,1.04,1.4e-06,1.5e-07,3.6e-05,3e-05,7.5e-05,8.3e-05,       (2015 CZ),       (2015 CZ),
12222,59800,2.849,0.6272,11.3,354.76,192.69,187.67,3709960,4.81,1.8e-05,7.4e-05,0.00011,4.8e-05,4.6e-05,0.069,       (2015 CA1),       (2015 CA1),
12223,59800,1.496,0.331,11.65,137.62,14.6,28.34,3709961,1.83,0.00043,0.00098,0.011,0.00027,0.0031,0.66,       (2015 CB1),       (2015 CB1),
12224,57069,1.548,0.515,3.6,88.58,327.87,34.39,3709962,1.93,0.0014,0.0034,0.0067,0.044,0.033,2.3,       (2015 CC1),       (2015 CC1),
12225,59800,1.175,0.1851,7.58,139.83,320.73,346.69,3709963,1.27,0.00014,0.00018,0.0046,0.00033,0.0025,0.11,       (2015 CD1),       (2015 CD1),
12226,57068,1.591,0.6599,6.34,137.28,257.66,29.54,3709966,2.01,0.0011,0.004,0.012,0.0034,0.0073,2.8,       (2015 CE1),       (2015 CE1),
12227,57067,1.266,0.5787,13.16,323.4,296.86,312.82,3709967,1.42,0.0012,0.0021,0.039,0.002,0.0028,1.3,       (2015 CG1),       (2015 CG1),
12228,57068,1.821,0.4597,7.07,321.74,129.53,19.65,3709968,2.46,0.0012,0.0041,0.015,7e-05,0.0057,3.0,       (2015 CH1),       (2015 CH1),
12229,59800,1.448,0.2876,26.07,147.8,290.61,142.46,3710019,1.74,2.7e-08,2.8e-09,1e-05,5.1e-06,2.2e-05,1.8e-06,       (2015 CO3),       (2015 CO3),
12230,59800,2.573,0.5077,2.5,341.62,212.85,276.35,3710018,4.13,2.3e-05,0.00012,5.4e-05,0.00021,0.00053,0.11,       (2015 CP3),       (2015 CP3),
12231,59800,1.041,0.3845,7.55,134.07,223.78,131.01,3710020,1.06,1.8e-06,3e-07,3.6e-05,4.1e-05,0.00013,0.00017,       (2015 CQ12),       (2015 CQ12),
12232,59800,1.524,0.3143,5.8,146.04,51.38,326.13,3710159,1.88,6.2e-05,0.00015,0.00091,0.00067,0.00023,0.1,       (2015 CW12),       (2015 CW12),
12233,59800,2.002,0.6099,5.74,195.91,227.51,250.92,3710160,2.83,3.7e-07,3.3e-07,2.7e-05,0.00028,0.0003,0.00026,       (2015 CX12),       (2015 CX12),
12234,57065,1.358,0.5489,29.09,317.64,82.81,40.07,3710161,1.58,0.00091,0.0023,0.05,0.0052,0.032,1.5,       (2015 CY12),       (2015 CY12),
12235,57069,1.66,0.4263,5.66,325.89,133.02,18.59,3710164,2.14,0.00095,0.0027,0.01,0.00046,0.0019,1.9,       (2015 CZ12),       (2015 CZ12),
12236,57071,2.512,0.9167,7.13,133.81,228.92,12.65,3710215,3.98,0.0011,0.028,0.023,0.0066,0.0044,24.0,       (2015 CG13),       (2015 CG13),
12237,57066,1.616,0.5575,2.85,141.09,284.1,23.69,3710219,2.05,0.00091,0.0027,0.0041,0.00073,0.0021,1.8,       (2015 CH13),       (2015 CH13),
12238,59800,0.9794,0.3796,19.01,324.83,295.87,186.18,3710217,0.969,0.00029,0.00018,0.018,0.00071,0.0095,0.096,       (2015 CJ13),       (2015 CJ13),
12239,59800,1.193,0.1673,16.7,324.78,204.05,248.73,3710216,1.3,0.00021,0.00032,0.013,0.00012,0.0059,0.19,       (2015 CK13),       (2015 CK13),
12240,59800,1.627,0.493,11.06,327.14,238.78,196.65,3710218,2.08,0.00036,0.001,0.0065,0.00022,0.00072,0.71,       (2015 CL13),       (2015 CL13),
12241,59800,2.157,0.5757,11.32,134.41,325.67,139.22,3710223,3.17,0.00072,0.0036,0.011,0.0081,0.016,2.9,       (2015 CM13),       (2015 CM13),
12242,59800,1.73,0.4261,8.98,340.0,204.12,88.51,3710222,2.28,9.5e-05,0.00028,0.0015,0.00012,0.00027,0.2,       (2015 CN13),       (2015 CN13),
12243,57068,1.992,0.6728,3.12,118.76,117.59,340.53,3710237,2.81,0.0021,0.011,0.012,0.034,0.029,8.5,       (2015 CO13),       (2015 CO13),
12244,59800,2.439,0.663,8.83,68.17,0.28,3.06,3710225,3.81,2.8e-07,1.9e-07,1.5e-05,0.00026,0.00028,0.00016,       (2015 CP13),       (2015 CP13),
12245,59800,1.946,0.4881,2.37,344.67,173.9,267.6,3710224,2.72,0.00035,0.0015,0.0012,0.0028,0.0011,1.2,       (2015 CQ13),       (2015 CQ13),
12246,59800,1.343,0.2847,7.99,143.36,330.55,307.49,3710226,1.56,3.9e-05,7e-05,0.00092,6.4e-05,0.00013,0.044,       (2015 CT13),       (2015 CT13),
12247,57069,1.113,0.1047,47.82,325.06,247.08,303.59,3710227,1.17,0.00084,0.002,0.09,0.0034,0.7,1.1,       (2015 CU13),       (2015 CU13),
12248,59800,1.338,0.2881,13.04,124.82,132.49,217.55,3710228,1.55,6.5e-08,1.9e-08,1.1e-05,1.7e-05,2.6e-05,1.2e-05,       (2015 CV13),       (2015 CV13),
12249,59800,1.433,0.3303,2.78,5.55,203.86,94.78,3710229,1.71,2.2e-08,1.4e-08,3.6e-06,2.6e-05,2.7e-05,9.3e-06,       (2015 CW13),       (2015 CW13),
12250,57068,1.791,0.5091,31.67,149.96,74.14,335.88,3710230,2.4,0.00095,0.0037,0.033,0.0071,0.047,2.7,       (2015 CX13),       (2015 CX13),
12251,59800,2.803,0.7625,19.04,145.87,77.39,194.74,3710245,4.69,3.1e-08,1.4e-07,1.6e-05,1.5e-05,1.8e-05,0.00013,       (2015 CZ13),       (2015 CZ13),
12252,59800,1.581,0.2948,33.04,328.07,158.54,283.39,3710246,1.99,4.3e-07,7.8e-09,8.9e-05,9.5e-06,0.00044,5.4e-06,       (2015 CA14),       (2015 CA14),
12253,59800,1.955,0.3494,31.26,322.72,105.53,299.03,3710247,2.73,1e-06,8e-07,4.4e-05,1.8e-05,0.00019,0.00061,       (2015 CC14),       (2015 CC14),
12254,57071,2.353,0.6638,1.99,94.32,324.14,17.86,3710557,3.61,0.0055,0.038,0.0071,0.19,0.24,32.0,       (2015 CZ39),       (2015 CZ39),
12255,59800,1.103,0.0893,15.01,334.84,177.03,159.06,3710558,1.16,4.9e-05,6.6e-05,0.0049,5e-05,0.0037,0.038,       (2015 CA40),       (2015 CA40),
12256,59800,1.904,0.3618,30.46,7.63,156.05,300.91,3710911,2.63,9.3e-08,5.2e-08,1.7e-05,8.9e-06,2.7e-05,4e-05,       (2015 CT58),       (2015 CT58),
12257,59800,2.372,0.5203,12.83,164.8,83.46,337.93,3710912,3.65,1.6e-07,1.2e-07,1.7e-05,2.6e-05,3.4e-05,0.0001,       (2015 CU58),       (2015 CU58),
12258,59800,1.476,0.2226,5.48,326.6,239.14,21.18,3777663,1.79,1.3e-07,1.4e-08,1.2e-05,2.8e-05,6.1e-05,9.1e-06,       (2015 CN62),       (2015 CN62),
12259,59800,2.325,0.4799,6.11,88.59,170.7,338.28,54084705,3.55,4.5e-07,1.3e-07,1.7e-05,0.00036,0.00054,0.00011,       (2015 CW74),       (2015 CW74),
12260,59800,1.685,0.4339,7.71,148.7,29.72,138.69,3710559,2.19,0.00011,0.00031,0.0016,5.7e-05,0.0002,0.22,       (2015 DB),       (2015 DB),
12261,57070,1.715,0.379,22.62,147.29,26.65,348.95,3710713,2.25,0.0032,0.0097,0.11,0.00081,0.042,7.0,       (2015 DQ),       (2015 DQ),
12262,57072,1.286,0.4941,5.52,340.54,274.28,315.2,3710716,1.46,0.00072,0.0012,0.008,0.0023,0.0053,0.77,       (2015 DR),       (2015 DR),
12263,59800,1.341,0.2408,3.39,313.1,222.8,275.36,3710712,1.55,0.0002,0.00038,0.0026,0.00072,0.0024,0.24,       (2015 DS),       (2015 DS),
12264,59800,2.105,0.5567,8.74,158.62,45.43,146.54,3710714,3.05,6.8e-06,3.4e-05,8.8e-05,4.5e-05,8.7e-05,0.027,       (2015 DT),       (2015 DT),
12265,59800,1.102,0.0875,2.75,341.73,155.63,175.7,3710715,1.16,1.2e-06,1.7e-06,4.2e-05,1.2e-05,3.2e-05,0.00098,       (2015 DU),       (2015 DU),
12266,59800,1.155,0.2547,38.11,144.43,242.38,97.31,3710913,1.24,9.2e-07,6.7e-09,9.7e-05,7.5e-06,6.3e-05,3.9e-06,       (2015 DB1),       (2015 DB1),
12267,59800,1.134,0.1192,10.61,326.72,94.67,140.73,3710914,1.21,1.2e-05,1.7e-05,0.001,1.5e-05,0.0014,0.01,       (2015 DC1),       (2015 DC1),
12268,59800,1.356,0.3244,3.01,327.83,134.78,286.55,3710916,1.58,4.9e-05,8.4e-05,0.00042,0.00011,0.00024,0.054,       (2015 DD1),       (2015 DD1),
12269,59800,1.701,0.4832,16.86,147.25,309.25,150.51,3710915,2.22,0.00041,0.0013,0.011,0.0011,0.0033,0.93,       (2015 DE1),       (2015 DE1),
12270,57070,2.298,0.5366,5.29,138.54,35.9,353.55,3710917,3.48,0.0022,0.011,0.016,0.0056,0.017,9.5,       (2015 DN53),       (2015 DN53),
12271,59800,2.533,0.8979,29.1,150.84,217.88,320.47,3710918,4.03,1.4e-06,2.4e-07,0.0003,6.1e-05,0.00034,0.00021,       (2015 DO53),       (2015 DO53),
12272,59800,1.474,0.3394,10.54,147.87,48.34,40.13,3710919,1.79,2.4e-05,5e-05,0.00062,1.6e-05,0.00032,0.033,       (2015 DP53),       (2015 DP53),
12273,59800,1.146,0.4451,4.35,167.7,93.16,334.9,3710920,1.23,1.3e-06,5.3e-07,2.9e-05,0.00018,9.4e-05,0.00031,       (2015 DS53),       (2015 DS53),
12274,57074,2.076,0.5149,3.76,344.43,134.67,9.55,3710921,2.99,0.0012,0.0054,0.0074,0.0018,0.0048,4.3,       (2015 DT53),       (2015 DT53),
12275,59800,1.157,0.3125,12.04,338.84,34.07,87.08,3711166,1.25,3.1e-07,3.8e-09,2.7e-05,6.9e-05,6.5e-05,2.3e-06,       (2015 DY53),       (2015 DY53),
12276,59800,1.512,0.8701,8.33,56.89,250.83,334.59,3711167,1.86,6.9e-08,1.4e-08,8.2e-06,6.4e-05,5.6e-05,9.5e-06,       (2015 DZ53),       (2015 DZ53),
12277,59800,2.603,0.7832,8.24,147.39,246.42,294.48,3711168,4.2,8.9e-06,7.9e-05,8.4e-05,0.00085,0.00096,0.07,       (2015 DA54),       (2015 DA54),
12278,59800,1.913,0.485,4.7,144.9,341.95,303.52,3711170,2.65,0.0006,0.0023,0.0044,0.0007,0.0033,1.7,       (2015 DC54),       (2015 DC54),
12279,59800,1.958,0.4938,0.94,349.32,179.15,255.28,3711171,2.74,2.8e-05,0.00012,3.4e-05,0.00026,5.8e-05,0.091,       (2015 DD54),       (2015 DD54),
12280,57074,2.151,0.8009,6.84,143.43,254.63,16.94,3711172,3.16,0.0037,0.031,0.043,0.015,0.036,25.0,       (2015 DE54),       (2015 DE54),
12281,57077,1.453,0.4062,8.0,150.7,293.67,31.21,3711173,1.75,0.0011,0.0022,0.018,0.0015,0.0043,1.5,       (2015 DC155),       (2015 DC155),
12282,59800,1.291,0.0523,5.67,14.49,25.92,141.22,3711174,1.47,3.2e-06,2.8e-07,4.5e-05,7.9e-05,0.0033,0.00017,       (2015 DD155),       (2015 DD155),
12283,59800,2.448,0.699,12.47,169.86,262.05,358.94,3711779,3.83,2.2e-07,6.6e-08,3.4e-05,2.9e-05,6.4e-05,5.6e-05,       (2015 DH155),       (2015 DH155),
12284,59800,1.843,0.4816,4.46,328.35,126.77,13.8,3711778,2.5,1.7e-07,6.4e-09,1.2e-05,3.4e-05,7.6e-05,4.8e-06,       (2015 DJ155),       (2015 DJ155),
12285,57075,1.422,0.468,10.39,334.24,260.6,324.28,3711780,1.7,0.002,0.0038,0.042,0.017,0.023,2.5,       (2015 DK155),       (2015 DK155),
12286,59800,1.412,0.2945,20.6,147.38,295.59,202.4,3711781,1.68,8.1e-05,0.00017,0.0038,0.00035,0.0021,0.11,       (2015 DL155),       (2015 DL155),
12287,57074,1.721,0.4633,6.61,149.6,314.28,16.68,3711782,2.26,0.00092,0.0028,0.011,0.00082,0.0026,2.0,       (2015 DM155),       (2015 DM155),
12288,59800,2.332,0.5308,8.93,342.35,160.98,35.97,3711783,3.56,0.00043,0.0021,0.0054,0.00086,0.0034,1.7,       (2015 DN155),       (2015 DN155),
12289,59800,1.73,0.4251,9.32,151.33,83.95,67.92,3711784,2.28,2.4e-06,7.1e-06,3.9e-05,3.4e-05,2.6e-05,0.0052,       (2015 DO155),       (2015 DO155),
12290,59800,1.317,0.2242,5.44,89.11,152.23,283.91,3711785,1.51,5.7e-09,1.7e-09,1.5e-06,4.4e-06,6.1e-06,1.1e-06,       (2015 DP155),       (2015 DP155),
12291,59800,0.9781,0.341,14.12,325.95,301.66,177.81,3712031,0.967,0.00062,0.00022,0.032,0.0032,0.0077,0.12,       (2015 DZ155),       (2015 DZ155),
12292,57076,1.697,0.608,34.48,148.99,253.75,34.69,3712032,2.21,0.0013,0.0058,0.076,0.0072,0.073,4.1,       (2015 DA156),       (2015 DA156),
12293,57077,0.9235,0.2899,25.44,149.41,220.71,119.93,3712033,0.887,0.0012,0.00087,0.23,0.0024,0.16,0.46,       (2015 DB156),       (2015 DB156),
12294,59800,2.007,0.5642,10.27,69.16,178.34,193.01,3712034,2.84,4e-08,1.1e-07,6.4e-06,9.3e-05,9e-05,8.4e-05,       (2015 DE176),       (2015 DE176),
12295,59800,1.926,0.9221,4.86,51.77,315.39,305.66,3712420,2.67,1.5e-06,2.3e-06,3.8e-05,0.00097,0.00068,0.0018,       (2015 DU180),       (2015 DU180),
12296,59800,1.962,0.4182,31.82,303.14,292.16,213.58,3712419,2.75,1.4e-06,9.7e-07,5.5e-05,2.7e-05,0.00013,0.00074,       (2015 DV180),       (2015 DV180),
12297,59800,1.758,0.3643,11.27,20.16,64.39,112.68,3712421,2.33,3.4e-06,1.1e-08,0.00037,0.0005,0.00019,7.8e-06,       (2015 DW180),       (2015 DW180),
12298,57073,1.517,0.2377,20.31,322.54,182.89,1.05,3712422,1.87,0.0016,0.004,0.079,0.01,0.03,2.7,       (2015 DX180),       (2015 DX180),
12299,59800,1.619,0.2339,10.15,332.8,193.26,215.26,3712423,2.06,0.00029,0.001,0.012,0.00071,0.009,0.7,       (2015 DY180),       (2015 DY180),
12300,57073,1.98,0.4697,8.43,335.19,156.81,6.79,3712424,2.79,0.0013,0.0051,0.018,0.0051,0.0041,3.9,       (2015 DZ180),       (2015 DZ180),
12301,59800,2.001,0.4371,6.34,343.69,156.31,233.64,3712425,2.83,0.00067,0.0026,0.0075,0.0021,0.0013,2.0,       (2015 DA181),       (2015 DA181),
12302,59800,1.835,0.5484,13.88,49.91,7.2,58.61,3712426,2.49,7.8e-07,4.6e-08,5.5e-05,0.00014,0.00012,3.4e-05,       (2015 DZ197),       (2015 DZ197),
12303,59800,1.727,0.4089,10.38,348.45,223.87,74.79,3712468,2.27,8.1e-08,1.2e-07,6.6e-06,2e-05,3.3e-05,8.7e-05,       (2015 DD198),       (2015 DD198),
12304,57077,1.234,0.6842,5.41,87.28,290.35,48.34,3712469,1.37,0.0011,0.0023,0.0059,0.076,0.072,1.4,       (2015 DF198),       (2015 DF198),
12305,59800,1.687,0.3744,7.64,166.87,22.4,130.64,3712471,2.19,0.0005,0.0014,0.0076,0.0022,0.0012,1.0,       (2015 DG198),       (2015 DG198),
12306,59800,1.684,0.3562,5.65,169.74,329.74,155.54,3712470,2.19,0.00023,0.00068,0.003,0.0004,0.0011,0.48,       (2015 DH198),       (2015 DH198),
12307,59800,1.501,0.2851,11.26,127.63,91.76,353.77,3712472,1.84,1e-07,7.8e-08,6.5e-06,1.8e-05,5.4e-05,5.2e-05,       (2015 DJ198),       (2015 DJ198),
12308,57077,1.332,0.1824,15.62,328.07,135.97,38.68,3712527,1.54,0.0016,0.0036,0.11,0.034,0.08,2.3,       (2015 DS198),       (2015 DS198),
12309,57077,2.47,0.7875,2.76,277.38,141.17,12.79,3712528,3.88,0.0019,0.018,0.0046,0.078,0.064,16.0,       (2015 DT198),       (2015 DT198),
12310,57078,1.987,0.4978,4.08,161.19,25.59,350.96,3712529,2.8,0.0023,0.0092,0.014,0.005,0.012,7.1,       (2015 DU198),       (2015 DU198),
12311,59800,1.939,0.356,20.84,207.24,9.24,255.0,3712530,2.7,1.3e-07,2e-07,1.1e-05,1.7e-05,6.3e-05,0.00015,       (2015 DV198),       (2015 DV198),
12312,59800,1.642,0.3759,11.05,309.72,215.99,185.0,3712531,2.1,8.9e-08,1.2e-07,1e-05,3.6e-05,6.1e-05,8.3e-05,       (2015 DX198),       (2015 DX198),
12313,57079,1.576,0.5506,6.05,337.61,261.62,333.91,3712532,1.98,0.00075,0.0021,0.0074,6.5e-05,0.0022,1.4,       (2015 DY198),       (2015 DY198),
12314,57080,1.934,0.5206,3.07,162.41,311.92,12.75,3712533,2.69,0.0011,0.0041,0.0051,0.0017,0.0043,3.1,       (2015 DZ198),       (2015 DZ198),
12315,57081,2.266,0.5192,0.77,57.29,117.35,355.6,3712535,3.41,0.0013,0.0068,0.0015,0.0099,0.0044,5.6,       (2015 DB199),       (2015 DB199),
12316,57080,1.741,0.4286,7.9,159.69,332.3,9.84,3712536,2.3,0.001,0.0031,0.015,0.0018,0.00063,2.3,       (2015 DC199),       (2015 DC199),
12317,57078,2.012,0.5128,3.21,162.68,324.45,8.34,3712537,2.85,0.0018,0.0072,0.0087,0.0037,0.0063,5.6,       (2015 DD199),       (2015 DD199),
12318,59800,1.382,0.2494,13.76,141.43,317.83,249.62,3712619,1.63,7.7e-05,0.00016,0.0034,0.0018,0.0011,0.1,       (2015 DZ199),       (2015 DZ199),
12319,59800,2.548,0.572,5.18,353.63,119.49,314.01,3712620,4.07,0.0004,0.0024,0.002,0.023,0.037,2.1,       (2015 DA200),       (2015 DA200),
12320,57076,1.42,0.2034,11.21,329.32,192.69,356.81,3712621,1.69,0.0024,0.0061,0.1,0.035,0.028,4.0,       (2015 DB200),       (2015 DB200),
12321,59800,1.776,0.8658,3.05,224.04,85.85,16.56,3712625,2.37,8.5e-08,9e-08,7.5e-06,0.0002,0.0002,6.5e-05,       (2015 DC200),       (2015 DC200),
12322,59800,1.847,0.3411,7.35,328.63,167.49,359.59,3712622,2.51,3.1e-07,1.4e-08,1.8e-05,2.8e-05,0.00017,1.1e-05,       (2015 DD200),       (2015 DD200),
12323,59800,1.189,0.5224,18.71,320.72,53.99,31.75,3712623,1.3,2.7e-07,3.2e-08,1.4e-05,1.3e-05,2.9e-05,1.9e-05,       (2015 DE200),       (2015 DE200),
12324,57080,2.52,0.6915,3.99,152.17,299.55,10.6,3712624,4.0,0.004,0.03,0.019,0.004,0.017,26.0,       (2015 DF200),       (2015 DF200),
12325,59800,2.525,0.7264,10.61,119.45,289.31,330.57,3712626,4.01,1.6e-05,0.0001,0.00025,0.00021,0.00051,0.091,       (2015 DG200),       (2015 DG200),
12326,59800,1.314,0.3261,1.86,14.93,208.43,307.95,3712627,1.51,3e-07,5.7e-09,1.5e-05,0.00033,0.00039,3.6e-06,       (2015 DK200),       (2015 DK200),
12327,59800,1.133,0.1489,4.06,2.26,233.04,8.34,3712665,1.21,2.1e-08,1.2e-09,4.9e-06,3.3e-05,3.5e-05,6.8e-07,       (2015 DJ215),       (2015 DJ215),
12328,57083,1.304,0.2087,11.5,335.18,156.16,18.16,3712668,1.49,0.00078,0.0015,0.033,0.0044,0.019,0.92,       (2015 DL215),       (2015 DL215),
12329,59800,1.126,0.2212,26.91,155.78,281.86,140.0,3712669,1.19,0.00037,0.00061,0.036,0.00074,0.072,0.35,       (2015 DM215),       (2015 DM215),
12330,59800,2.739,0.7483,10.36,3.23,80.71,241.93,3712670,4.53,1.6e-06,1.4e-05,1.9e-05,3.2e-05,5.3e-05,0.012,       (2015 DN215),       (2015 DN215),
12331,59800,1.206,0.1925,6.73,338.61,213.47,201.27,3712671,1.32,0.00022,0.00029,0.0078,0.001,0.0074,0.17,       (2015 DO215),       (2015 DO215),
12332,59800,0.6666,0.4716,4.06,314.66,42.61,76.63,3712675,0.544,6.3e-08,4.2e-09,1.6e-05,0.00024,0.00025,1.9e-06,       (2015 DR215),       (2015 DR215),
12333,59800,1.961,0.3484,4.72,63.62,91.16,258.7,3712886,2.75,3.5e-05,0.00018,0.00053,0.0041,0.0087,0.14,       (2015 DW215),       (2015 DW215),
12334,57082,2.33,0.6961,7.11,12.3,239.57,342.61,3713068,3.56,0.00071,0.0048,0.0049,0.0029,0.0023,4.0,       (2015 DO223),       (2015 DO223),
12335,59800,2.259,0.5944,11.77,352.59,116.63,80.99,3714487,3.4,0.00021,0.0012,0.0052,0.0038,0.006,0.99,       (2015 DU223),       (2015 DU223),
12336,57075,1.135,0.2687,29.35,148.43,271.33,60.86,3715405,1.21,0.0021,0.0038,0.19,0.0086,0.37,2.2,       (2015 DN224),       (2015 DN224),
12337,57069,2.105,0.482,7.51,330.41,234.88,343.0,3717073,3.05,0.005,0.022,0.053,0.05,0.16,18.0,       (2015 DO224),       (2015 DO224),
12338,57072,0.7794,0.5267,11.03,149.05,215.01,96.0,3717069,0.688,0.036,0.0033,1.2,0.032,0.52,1.6,       (2015 DQ224),       (2015 DQ224),
12339,57091,1.586,0.5155,6.86,349.95,253.67,334.73,3712903,2.0,0.00077,0.0021,0.0086,0.00011,0.00086,1.4,       (2015 EF),       (2015 EF),
12340,59800,0.8626,0.3563,2.49,167.64,223.54,197.92,3712904,0.801,1.3e-07,1.3e-08,5.8e-06,7.6e-06,8.5e-06,6.4e-06,       (2015 EG),       (2015 EG),
12341,57091,2.603,0.6503,2.18,354.49,123.87,8.98,3712905,4.2,0.0021,0.015,0.0053,0.00042,0.0084,13.0,       (2015 EJ),       (2015 EJ),
12342,59800,1.641,0.4305,4.95,347.03,221.54,175.03,3712906,2.1,0.00041,0.0011,0.0038,0.001,0.0017,0.79,       (2015 EK),       (2015 EK),
12343,57091,2.191,0.5718,6.63,167.22,316.37,10.94,3712945,3.24,0.0021,0.011,0.019,0.00045,0.003,8.6,       (2015 EN),       (2015 EN),
12344,57092,1.298,0.4619,4.61,349.91,271.19,320.08,3712944,1.48,0.00076,0.0012,0.0075,0.00013,0.00045,0.76,       (2015 EO),       (2015 EO),
12345,59800,1.89,0.4661,1.43,343.92,190.4,304.9,3712946,2.6,0.00041,0.0014,0.00091,0.001,0.0047,1.1,       (2015 EP),       (2015 EP),
12346,59800,0.6695,0.5028,8.85,349.94,355.95,24.74,3712947,0.548,0.00013,5.5e-05,0.0059,0.002,0.00072,0.025,       (2015 EQ),       (2015 EQ),
12347,59800,2.318,0.8158,11.55,334.96,305.81,20.17,3712982,3.53,7.4e-07,9.9e-08,5.2e-05,3.9e-05,0.00017,8.3e-05,       (2015 ER),       (2015 ER),
12348,59800,2.033,0.5789,0.6,353.97,124.43,212.57,3712984,2.9,0.00011,0.00042,9e-05,0.0046,0.0055,0.32,       (2015 ET),       (2015 ET),
12349,57094,2.438,0.5702,2.61,133.43,34.79,0.75,3713006,3.81,0.0009,0.0053,0.0031,0.006,0.0077,4.5,       (2015 EU),       (2015 EU),
12350,57093,2.065,0.9615,11.48,168.92,153.05,346.9,3713005,2.97,0.0017,0.047,0.18,0.016,0.18,37.0,       (2015 EV),       (2015 EV),
12351,57093,1.19,0.1564,26.08,168.07,71.71,307.32,3713007,1.3,0.0018,0.0036,0.18,0.0044,0.48,2.2,       (2015 EW),       (2015 EW),
12352,59800,1.692,0.4753,7.3,348.98,130.68,149.45,3713008,2.2,0.00033,0.00098,0.0041,0.00024,0.00099,0.7,       (2015 EX),       (2015 EX),
12353,59800,2.051,0.5976,4.0,57.98,50.41,202.46,3713004,2.94,0.00038,0.0015,0.0033,0.018,0.024,1.2,       (2015 EY),       (2015 EY),
12354,59800,2.727,0.5515,11.73,109.79,331.77,259.99,3836965,4.5,8.3e-07,4.7e-08,3e-05,0.00015,8.4e-05,4.2e-05,       (2015 ET3),       (2015 ET3),
12355,59800,1.942,0.4248,12.25,238.95,353.59,236.82,3713069,2.71,2.1e-07,2.1e-07,7.8e-06,5.8e-05,7e-05,0.00016,       (2015 ES5),       (2015 ES5),
12356,57092,2.301,0.7601,6.53,170.54,92.03,347.01,3713070,3.49,0.0013,0.011,0.011,4.5e-05,0.0026,8.7,       (2015 EO6),       (2015 EO6),
12357,59800,1.24,0.1949,3.12,171.0,6.42,128.29,3713071,1.38,0.00014,0.00021,0.002,0.00095,0.0017,0.13,       (2015 EZ6),       (2015 EZ6),
12358,59800,2.851,0.5772,3.11,165.42,335.13,200.89,3713267,4.81,2.1e-05,0.00011,2.8e-05,0.00025,0.00034,0.1,       (2015 EA7),       (2015 EA7),
