,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
12052,59800,2.009,0.6738,3.26,279.19,96.55,258.07,3703255,2.85,0.00027,0.0013,0.0012,0.0023,0.0026,1.0,       (2014 YL42),       (2014 YL42),
12053,59800,1.451,0.1903,6.81,302.01,140.11,137.01,3703261,1.75,0.00022,0.00065,0.0074,0.0072,0.016,0.43,       (2014 YQ42),       (2014 YQ42),
12054,59800,2.485,0.6116,26.46,123.17,268.81,349.02,3703262,3.92,2.4e-08,3.3e-08,1.9e-05,1.2e-05,2.3e-05,2.8e-05,       (2014 YR43),       (2014 YR43),
12055,59800,2.966,0.8245,12.89,326.61,245.11,161.46,3703263,5.11,0.00014,0.0018,0.0036,0.001,0.0032,1.7,       (2014 YS43),       (2014 YS43),
12056,59800,1.831,0.3354,22.78,110.68,289.41,54.77,3703264,2.48,1.5e-07,1.3e-08,2.2e-05,9.3e-06,3.8e-05,9.8e-06,       (2014 YU43),       (2014 YU43),
12057,59800,2.894,0.7866,35.01,144.12,223.74,211.87,3703266,4.92,1.8e-08,2.8e-08,7.9e-06,9.2e-06,1.1e-05,2.6e-05,       (2014 YV43),       (2014 YV43),
12058,59800,1.272,0.49,44.19,119.93,141.42,13.79,3703309,1.44,7.9e-07,7.4e-08,6.2e-05,2.3e-05,5.6e-05,4.6e-05,       (2014 YY43),       (2014 YY43),
12059,57027,2.68,0.5177,6.38,359.4,67.4,10.13,3703311,4.39,0.0015,0.012,0.02,0.16,0.25,10.0,       (2014 YA44),       (2014 YA44),
12060,57020,2.016,0.3626,22.01,53.09,357.2,20.49,3704051,2.86,0.26,0.56,7.8,15.0,49.0,440.0,       (2014 YJ44),       (2014 YJ44),
12061,57022,0.9287,0.137,1.38,63.5,183.44,221.26,3704075,0.895,0.0034,0.00065,0.087,2.5,0.6,0.34,       (2014 YP44),       (2014 YP44),
12062,57022,1.317,0.2495,4.79,282.55,179.43,359.92,3704079,1.51,0.021,0.037,0.13,0.075,0.32,23.0,       (2014 YQ44),       (2014 YQ44),
12063,59800,1.545,0.2081,9.55,312.72,216.87,300.14,3777606,1.92,2.1e-07,5.1e-08,9.5e-06,1.6e-05,7.6e-05,3.5e-05,       (2014 YS50),       (2014 YS50),
12064,59800,1.802,0.2834,11.61,0.39,71.4,66.36,3703303,2.42,1e-07,1.7e-08,9.1e-06,5.4e-05,5.7e-05,1.2e-05,       (2015 AB),       (2015 AB),
12065,59800,0.9068,0.2405,14.07,255.29,70.64,37.23,3703314,0.864,1.8e-07,1.1e-08,1.4e-05,8e-05,4.6e-05,6e-06,       (2015 AH),       (2015 AH),
12066,59800,1.717,0.5137,2.82,315.34,219.02,111.15,3703319,2.25,0.00028,0.00082,0.00088,0.00067,0.0031,0.59,       (2015 AK1),       (2015 AK1),
12067,59800,1.06,0.2125,29.66,125.04,223.47,73.87,3703372,1.09,1.6e-06,7.1e-08,6.6e-05,3.8e-05,0.0001,4e-05,       (2015 AW16),       (2015 AW16),
12068,59800,2.259,0.4579,29.17,256.51,188.34,79.36,3703435,3.4,0.00026,0.0013,0.0036,0.0055,0.0085,1.1,       (2015 AC17),       (2015 AC17),
12069,59800,1.366,0.3769,8.93,115.99,295.98,294.08,3703436,1.6,0.0002,0.00035,0.0039,0.00067,0.0024,0.22,       (2015 AO43),       (2015 AO43),
12070,59800,1.186,0.121,33.67,254.52,288.14,221.26,3703437,1.29,1.2e-07,2.1e-08,3.2e-05,7.6e-06,5e-05,1.3e-05,       (2015 AP43),       (2015 AP43),
12071,59800,1.462,0.4368,10.54,113.71,297.73,125.32,3703438,1.77,0.00033,0.00072,0.0069,0.00018,0.00024,0.47,       (2015 AQ43),       (2015 AQ43),
12072,59800,1.872,0.4732,4.52,337.38,181.98,326.02,3703537,2.56,9.3e-06,3.3e-05,6.4e-05,4.8e-05,4.3e-05,0.025,       (2015 AZ43),       (2015 AZ43),
12073,59800,1.41,0.3357,10.11,313.48,229.84,150.17,3703538,1.67,5.7e-05,0.00011,0.0017,0.00041,0.0014,0.072,       (2015 AA44),       (2015 AA44),
12074,59800,0.97,0.29,15.08,123.2,122.96,217.84,3703539,0.955,6.4e-07,6e-08,2.1e-05,9.8e-06,3.2e-05,3.2e-05,       (2015 AB44),       (2015 AB44),
12075,59800,0.9846,0.1863,20.41,295.74,26.59,47.82,3703540,0.977,3.6e-05,3e-05,0.0079,4.9e-05,0.0061,0.017,       (2015 AC44),       (2015 AC44),
12076,59800,1.126,0.0202,8.51,110.73,95.68,31.58,3703541,1.19,1.5e-07,5.6e-09,1.1e-05,1.5e-05,0.00045,3.3e-06,       (2015 AD44),       (2015 AD44),
12077,59800,1.487,0.3214,5.16,311.52,156.38,65.64,3703542,1.81,3.3e-05,7.6e-05,0.00046,0.00024,0.00014,0.051,       (2015 AE44),       (2015 AE44),
12078,59800,1.461,0.4375,4.82,297.1,110.55,129.95,3703543,1.77,0.00037,0.00077,0.0038,0.00046,0.0031,0.51,       (2015 AF44),       (2015 AF44),
12079,59800,1.816,0.4476,16.03,114.37,5.14,30.63,3703544,2.45,0.00046,0.0016,0.011,0.00022,0.00017,1.2,       (2015 AH44),       (2015 AH44),
12080,59800,0.8871,0.4762,6.32,117.07,192.57,169.21,3703545,0.836,4.3e-07,6.3e-09,1.5e-05,2.9e-05,7.8e-05,3.2e-06,       (2015 AJ44),       (2015 AJ44),
12081,57042,2.594,0.5582,11.27,105.1,31.12,356.43,3703546,4.18,0.00096,0.0062,0.014,0.0037,0.0049,5.5,       (2015 AM44),       (2015 AM44),
12082,57038,1.296,0.2217,14.53,112.82,27.86,344.39,3703547,1.48,0.00094,0.0017,0.044,0.0015,0.018,1.1,       (2015 AN44),       (2015 AN44),
12083,59800,1.277,0.2395,1.11,279.31,237.49,62.09,3703548,1.44,0.0003,0.00048,0.0013,0.0037,0.0011,0.3,       (2015 AP44),       (2015 AP44),
12084,59800,1.436,0.3965,28.93,118.68,205.63,264.65,3703775,1.72,6.3e-08,1.8e-08,1.8e-05,1.3e-05,2.1e-05,1.2e-05,       (2015 AX44),       (2015 AX44),
12085,59800,1.473,0.3196,9.78,122.22,246.5,155.06,3703778,1.79,3.1e-08,4.2e-09,6.1e-06,2.5e-05,3.3e-05,2.8e-06,       (2015 AZ44),       (2015 AZ44),
12086,57040,2.4,0.5129,4.2,115.21,352.04,3.58,3703779,3.72,0.0014,0.0075,0.0087,0.0061,0.012,6.4,       (2015 AA45),       (2015 AA45),
12087,59800,1.611,0.3206,8.51,132.68,332.02,253.69,3703784,2.04,8.6e-05,0.00024,0.0016,0.0012,0.0011,0.16,       (2015 AB45),       (2015 AB45),
12088,59800,1.329,0.1882,15.75,292.84,257.09,286.01,3703780,1.53,1.8e-07,4.5e-08,2.6e-05,1.6e-05,0.00012,2.9e-05,       (2015 AC45),       (2015 AC45),
12089,59800,1.72,0.3232,4.61,141.83,5.51,112.75,3703781,2.26,0.00013,0.00042,0.0016,0.00012,0.0022,0.3,       (2015 AD45),       (2015 AD45),
12090,59800,1.368,0.3031,9.49,293.82,132.46,289.65,3703782,1.6,4.8e-05,8.7e-05,0.0012,0.00026,0.00014,0.056,       (2015 AE45),       (2015 AE45),
12091,59800,1.309,0.3693,4.49,288.56,109.14,59.25,3703783,1.5,0.00014,0.00015,0.0022,0.00064,0.0098,0.094,       (2015 AF45),       (2015 AF45),
12092,59800,1.798,0.3161,12.49,130.7,2.14,42.51,3703787,2.41,8e-05,0.00029,0.0025,0.00051,0.0019,0.21,       (2015 AJ45),       (2015 AJ45),
12093,59800,2.463,0.608,4.13,127.33,13.31,333.52,3703788,3.86,2.4e-05,0.00011,0.0001,0.00015,0.00072,0.096,       (2015 AK45),       (2015 AK45),
12094,59800,1.55,0.5174,5.58,275.05,107.66,8.17,3703790,1.93,6.3e-08,2.6e-08,1.8e-05,6.9e-05,7.3e-05,1.8e-05,       (2015 AM45),       (2015 AM45),
12095,59800,2.412,0.4877,4.08,266.43,264.63,351.34,3703793,3.75,6.7e-06,3.5e-05,3.4e-05,0.00013,0.00023,0.03,       (2015 AN45),       (2015 AN45),
12096,59800,1.813,0.31,22.5,267.07,266.29,352.89,3703884,2.44,0.0004,0.001,0.028,0.0035,0.024,0.75,       (2015 AP45),       (2015 AP45),
12097,59800,1.58,0.3218,4.28,281.74,292.95,231.73,3703885,1.99,4.5e-08,5.9e-09,3.4e-06,4e-05,4.8e-05,4e-06,       (2015 AQ45),       (2015 AQ45),
12098,59800,1.385,0.7014,9.23,114.38,239.6,274.49,3703891,1.63,1.1e-07,8.2e-08,1.2e-05,2.8e-05,3.3e-05,5.3e-05,       (2015 AR45),       (2015 AR45),
12099,59800,1.127,0.1094,13.6,143.66,13.03,90.6,3704141,1.2,6.2e-08,5.9e-09,1.2e-05,1.4e-05,4.1e-05,3.4e-06,       (2015 AY245),       (2015 AY245),
12100,59800,2.401,0.608,11.76,107.94,78.3,341.12,3704143,3.72,7e-08,1.3e-08,1.8e-05,3.9e-05,4.1e-05,1.1e-05,       (2015 AA246),       (2015 AA246),
12101,59800,1.072,0.2638,19.04,126.98,192.87,83.72,3704145,1.11,1.8e-06,1.4e-06,0.00026,3.7e-05,0.00058,0.00081,       (2015 AB246),       (2015 AB246),
12102,59800,1.412,0.2091,9.9,287.85,248.85,146.13,3704144,1.68,3.8e-07,2.7e-08,2.3e-05,3.1e-05,0.00024,1.8e-05,       (2015 AC246),       (2015 AC246),
12103,59800,2.654,0.7047,11.37,17.22,45.03,279.43,3707696,4.32,9.2e-05,0.00067,0.0023,0.0044,0.0027,0.59,       (2015 AK280),       (2015 AK280),
12104,59800,1.584,0.4239,23.32,116.11,50.82,262.84,3703785,1.99,0.00089,0.002,0.0047,0.0078,0.05,1.4,       (2015 BB),       (2015 BB),
12105,59800,1.255,0.5762,13.12,119.56,105.05,95.85,3703786,1.41,0.00039,0.00071,0.011,0.00047,0.0024,0.43,       (2015 BC),       (2015 BC),
12106,57038,1.991,0.5374,5.57,97.21,65.34,347.19,3703789,2.81,0.00089,0.0037,0.0079,0.0016,0.0024,2.9,       (2015 BD),       (2015 BD),
12107,57041,1.673,0.4516,14.51,295.67,244.44,336.33,3703791,2.16,0.0013,0.0038,0.033,0.00022,0.0089,2.7,       (2015 BE),       (2015 BE),
12108,59800,1.154,0.3532,7.73,296.09,275.13,339.69,3703792,1.24,0.0004,0.00037,0.0091,0.00023,0.00051,0.22,       (2015 BF),       (2015 BF),
12109,59800,1.822,0.3866,6.91,130.96,29.96,9.3,3703887,2.46,4.6e-08,1.3e-08,6.7e-06,1.7e-05,5.1e-05,9.5e-06,       (2015 BK),       (2015 BK),
12110,59800,1.73,0.394,3.24,284.62,227.91,103.02,3703886,2.27,1.6e-05,4.8e-05,0.0001,0.00014,6.6e-05,0.034,       (2015 BL),       (2015 BL),
12111,57041,2.336,0.5442,2.38,287.96,205.57,356.43,3703889,3.57,0.0012,0.0065,0.0041,0.001,0.0034,5.5,       (2015 BM),       (2015 BM),
12112,59800,2.053,0.4386,3.96,309.48,196.76,195.39,3703888,2.94,7.4e-05,0.00029,0.00056,9.2e-05,0.0002,0.23,       (2015 BN),       (2015 BN),
12113,57040,1.528,0.4701,6.92,298.79,244.76,335.57,3703894,1.89,0.001,0.0025,0.013,0.00045,0.0046,1.7,       (2015 BP),       (2015 BP),
12114,59800,1.029,0.1803,19.02,301.26,291.08,352.76,3703892,1.04,0.00021,0.00022,0.026,0.003,0.043,0.12,       (2015 BQ),       (2015 BQ),
12115,59800,2.643,0.6057,4.6,136.03,68.35,255.36,3704146,4.3,9e-06,5.9e-05,4.5e-05,0.00011,7.7e-05,0.052,       (2015 BW3),       (2015 BW3),
12116,59800,2.138,0.4805,23.85,301.06,251.88,131.89,3704147,3.13,2.5e-07,4.4e-07,5.9e-05,4.8e-05,0.0002,0.00035,       (2015 BX3),       (2015 BX3),
12117,59800,1.419,0.5526,2.91,288.94,92.85,202.4,3704148,1.69,0.00057,0.0011,0.0032,0.0025,0.0082,0.74,       (2015 BY3),       (2015 BY3),
12118,59800,1.57,0.3943,6.82,296.05,150.18,314.75,3704154,1.97,0.0002,0.0005,0.0033,0.004,0.0018,0.34,       (2015 BZ3),       (2015 BZ3),
12119,57042,2.836,0.629,1.44,286.22,198.3,359.28,3704150,4.78,0.002,0.015,0.0033,0.001,0.0042,14.0,       (2015 BA4),       (2015 BA4),
12120,59800,1.364,0.1613,1.73,69.4,75.17,252.05,3704149,1.59,4.8e-05,0.00013,0.0005,0.008,0.017,0.086,       (2015 BB4),       (2015 BB4),
12121,59800,1.54,0.407,3.03,303.23,113.23,10.17,3704151,1.91,0.00031,0.00071,0.002,0.00029,0.0019,0.48,       (2015 BC4),       (2015 BC4),
12122,59800,2.627,0.6283,7.51,117.82,325.58,286.27,3704152,4.26,0.00025,0.0016,0.002,0.00048,0.0012,1.4,       (2015 BD4),       (2015 BD4),
12123,59800,1.727,0.4945,6.67,112.45,308.34,137.6,3704153,2.27,3.5e-05,0.00011,0.00039,5.7e-05,8.2e-05,0.077,       (2015 BE4),       (2015 BE4),
12124,59800,1.593,0.3442,1.16,150.31,323.1,278.06,3704156,2.01,2.4e-08,2.3e-09,3.3e-06,0.00011,0.00013,1.6e-06,       (2015 BG4),       (2015 BG4),
12125,59800,1.669,0.4806,0.75,258.14,278.67,162.03,3704157,2.16,0.00043,0.0012,0.00075,0.015,0.013,0.85,       (2015 BK4),       (2015 BK4),
12126,59800,2.495,0.598,3.87,117.35,348.26,335.77,3704158,3.94,0.00018,0.0011,0.00069,0.00075,0.004,0.95,       (2015 BM4),       (2015 BM4),
12127,59800,1.339,0.4042,12.65,297.56,280.12,263.4,3704262,1.55,6.3e-07,1.6e-07,4.7e-05,2.1e-05,6.7e-05,0.0001,       (2015 BP4),       (2015 BP4),
12128,59800,2.566,0.8892,36.25,123.9,144.09,276.84,3704264,4.11,6.1e-07,4.7e-07,0.00026,1.7e-05,0.00013,0.00041,       (2015 BQ4),       (2015 BQ4),
12129,59800,1.854,0.3186,22.32,256.84,287.99,308.0,3704263,2.52,6e-07,4.1e-08,1.1e-05,4.4e-05,0.0001,3.1e-05,       (2015 BR4),       (2015 BR4),
12130,59800,2.741,0.6507,6.15,355.4,186.76,226.24,3704265,4.54,3.8e-06,2.1e-05,1.6e-05,7.4e-05,6.3e-05,0.019,       (2015 BS4),       (2015 BS4),
12131,59800,1.464,0.6367,6.22,166.78,219.99,123.5,3704268,1.77,6e-08,1.2e-07,2.6e-05,0.00019,0.0002,7.8e-05,       (2015 BT4),       (2015 BT4),
12132,59800,1.392,0.2967,8.55,301.18,132.46,240.42,3704267,1.64,4.6e-05,8.9e-05,0.0011,0.00011,0.0002,0.057,       (2015 BU4),       (2015 BU4),
12133,59800,2.48,0.5842,4.96,314.29,200.24,324.92,3704266,3.91,0.00015,0.00072,0.0007,0.0014,0.0031,0.62,       (2015 BV4),       (2015 BV4),
12134,59800,2.649,0.5547,18.24,126.48,343.03,276.83,3704764,4.31,0.00015,0.00082,0.0029,0.0011,0.00077,0.73,       (2015 BB92),       (2015 BB92),
12135,59800,1.164,0.0406,19.72,296.76,334.77,218.62,3704765,1.26,5.7e-07,9.5e-09,4.1e-05,1.1e-05,0.00084,5.6e-06,       (2015 BC92),       (2015 BC92),
12136,59800,2.247,0.4937,23.83,300.35,134.58,108.48,3704766,3.37,5.6e-07,6.9e-07,8.3e-05,7.2e-05,0.00018,0.00057,       (2015 BD92),       (2015 BD92),
12137,59800,0.9733,0.1974,1.04,290.13,303.21,218.91,3704767,0.96,1.7e-06,3e-07,7.4e-06,8.4e-05,0.00012,0.00016,       (2015 BE92),       (2015 BE92),
12138,59800,1.751,0.531,5.97,139.15,60.41,67.22,3704768,2.32,0.00074,0.0024,0.0051,0.0079,0.02,1.8,       (2015 BF92),       (2015 BF92),
12139,59800,1.051,0.0553,7.76,311.87,124.57,42.58,3704769,1.08,1.3e-06,1.8e-06,0.00019,1.1e-05,0.00022,0.00098,       (2015 BG92),       (2015 BG92),
12140,59800,1.373,0.2431,2.29,250.59,257.85,232.69,3704770,1.61,8.8e-06,1.8e-05,7.2e-05,0.00016,0.00019,0.012,       (2015 BH92),       (2015 BH92),
12141,59800,2.489,0.5699,15.57,293.83,151.7,339.45,3704771,3.93,2e-07,9.9e-08,2.3e-05,1.3e-05,0.00014,8.6e-05,       (2015 BJ92),       (2015 BJ92),
12142,59800,2.629,0.5809,22.65,320.25,135.55,284.44,3705038,4.26,1.2e-07,5.8e-07,2.1e-05,8.7e-06,8.2e-05,0.00051,       (2015 BW92),       (2015 BW92),
12143,59800,2.594,0.5296,13.37,157.16,336.72,288.24,3705039,4.18,7.9e-08,3e-07,1.8e-05,3.2e-05,8.6e-05,0.00026,       (2015 BX92),       (2015 BX92),
12144,59800,1.721,0.3317,22.3,128.16,346.14,129.5,3705040,2.26,2.2e-07,7.5e-07,3.9e-05,2.6e-05,0.00016,0.00054,       (2015 BA93),       (2015 BA93),
12145,59800,2.621,0.6391,10.04,95.1,322.45,291.77,3705042,4.24,7.1e-06,4.7e-05,7.2e-05,7.4e-05,4.4e-05,0.042,       (2015 BW310),       (2015 BW310),
12146,59800,1.54,0.2852,47.47,309.13,271.5,278.18,3705043,1.91,3.1e-07,8.7e-08,3.1e-05,7.3e-06,4.4e-05,5.9e-05,       (2015 BX310),       (2015 BX310),
12147,59800,2.033,0.5542,4.08,305.03,271.49,187.94,3705045,2.9,9e-08,2e-08,1.2e-05,7.1e-05,7.6e-05,1.6e-05,       (2015 BZ310),       (2015 BZ310),
12148,57042,1.846,0.342,11.11,303.64,171.17,4.61,3705046,2.51,0.0019,0.0071,0.05,0.021,0.03,5.3,       (2015 BA311),       (2015 BA311),
12149,57042,1.474,0.2055,24.74,115.01,355.71,6.0,3705047,1.79,0.0018,0.0042,0.1,0.0058,0.016,2.8,       (2015 BB311),       (2015 BB311),
12150,59800,1.775,0.3989,8.61,309.3,176.25,67.57,3707692,2.36,0.00035,0.0012,0.006,0.0017,0.00037,0.85,       (2015 BJ311),       (2015 BJ311),
12151,59800,1.122,0.4177,15.24,122.37,253.06,183.87,3707693,1.19,0.00028,0.00028,0.012,0.00092,0.0034,0.17,       (2015 BK311),       (2015 BK311),
12152,59800,2.366,0.8444,1.72,220.35,143.26,37.08,3707694,3.64,1.2e-07,1.4e-07,1.4e-05,0.00034,0.00036,0.00012,       (2015 BL311),       (2015 BL311),
12153,59800,1.416,0.3236,16.81,98.57,228.17,300.95,3707698,1.68,1.6e-07,2.2e-08,1.1e-05,2.4e-05,0.00012,1.5e-05,       (2015 BN311),       (2015 BN311),
12154,59800,1.93,0.3711,4.56,91.78,87.24,269.13,3707697,2.68,9.8e-06,3.8e-05,8.4e-05,0.00031,0.00062,0.029,       (2015 BO311),       (2015 BO311),
12155,57058,1.511,0.5812,3.42,320.99,72.2,35.38,3707699,1.86,0.00087,0.0022,0.0065,0.002,0.004,1.5,       (2015 BD509),       (2015 BD509),
12156,59800,1.159,0.4292,6.14,333.03,280.67,297.22,3708359,1.25,1.1e-07,3.4e-09,9.9e-06,1.6e-05,2.2e-05,2e-06,       (2015 BK509),       (2015 BK509),
12157,59800,1.143,0.5991,50.18,306.26,1.72,245.39,3708360,1.22,8e-07,3.5e-08,7e-05,8.4e-06,0.00013,2.1e-05,       (2015 BL509),       (2015 BL509),
12158,57042,1.534,0.232,7.3,104.18,9.39,2.23,3708361,1.9,0.0021,0.0065,0.069,0.0081,0.16,4.4,       (2015 BM509),       (2015 BM509),
12159,59800,1.694,0.6683,14.67,307.35,332.64,109.58,3708363,2.21,2.5e-07,5.5e-08,1.8e-05,3.9e-05,4.8e-05,3.9e-05,       (2015 BO509),       (2015 BO509),
12160,59800,1.163,0.4973,2.0,125.59,250.39,52.42,3708364,1.25,0.00029,0.00026,0.0015,0.0031,0.0056,0.15,       (2015 BP509),       (2015 BP509),
12161,57048,1.637,0.3701,13.46,300.38,211.73,345.72,3708365,2.1,0.0011,0.0031,0.031,0.013,0.00048,2.2,       (2015 BQ509),       (2015 BQ509),
12162,59800,2.095,0.4579,32.31,127.01,337.26,185.39,3708366,3.03,1.6e-07,1.9e-08,2.4e-05,8.6e-06,7.8e-05,1.5e-05,       (2015 BS509),       (2015 BS509),
12163,57046,1.944,0.5246,7.36,118.19,66.23,342.83,3708650,2.71,0.00077,0.0031,0.0084,0.0046,0.0032,2.3,       (2015 BX509),       (2015 BX509),
12164,57046,1.824,0.4682,31.79,281.15,139.59,18.86,3708651,2.46,0.02,0.073,0.55,0.19,0.64,54.0,       (2015 BY509),       (2015 BY509),
12165,57037,1.885,0.5646,8.88,310.04,84.33,22.92,3708943,2.59,0.00087,0.0035,0.014,0.0094,0.011,2.6,       (2015 BJ510),       (2015 BJ510),
12166,57047,1.344,0.5602,5.16,130.32,252.0,36.97,3708944,1.56,0.0018,0.0036,0.021,0.0057,0.0016,2.3,       (2015 BK510),       (2015 BK510),
12167,59800,0.9468,0.1215,1.59,267.86,357.32,294.29,3708945,0.921,3.8e-05,1.2e-05,0.00049,0.0027,0.0011,0.0065,       (2015 BM510),       (2015 BM510),
12168,59800,2.175,0.5993,8.6,34.91,198.68,98.1,3709076,3.21,4.5e-06,2.3e-05,3.3e-05,0.00013,0.00014,0.019,       (2015 BO510),       (2015 BO510),
12169,59800,1.719,0.2814,32.89,342.17,154.96,123.98,3709077,2.25,2.8e-07,6.4e-07,7.6e-05,1.4e-05,0.00024,0.00046,       (2015 BP510),       (2015 BP510),
12170,59800,1.286,0.7269,30.78,141.18,190.25,140.75,3709078,1.46,2.5e-07,6.5e-08,3.7e-05,2.1e-05,7.7e-05,4e-05,       (2015 BQ510),       (2015 BQ510),
12171,59800,1.066,0.15,23.99,148.43,224.58,61.64,3709079,1.1,2.2e-07,9.4e-08,2.5e-05,1.7e-05,5.8e-05,5.3e-05,       (2015 BR510),       (2015 BR510),
12172,59800,1.205,0.7166,41.6,315.46,16.29,343.82,3709080,1.32,1e-05,3.1e-07,0.00098,8.2e-05,0.0006,0.00019,       (2015 BV510),       (2015 BV510),
12173,59800,0.8288,0.57,12.92,168.18,98.3,247.35,3709081,0.755,3.1e-06,3.8e-08,8.1e-05,0.00019,0.00018,1.9e-05,       (2015 BW510),       (2015 BW510),
12174,57051,2.04,0.4751,4.62,124.37,39.68,348.81,3709130,2.91,0.00094,0.0039,0.0074,0.0022,0.0038,3.1,       (2015 BA511),       (2015 BA511),
12175,59800,2.709,0.5471,11.98,141.99,250.58,282.75,3709133,4.46,2.6e-06,1.1e-05,5.9e-05,5.4e-05,0.00034,0.0095,       (2015 BB511),       (2015 BB511),
12176,59800,2.411,0.4678,15.23,146.63,17.82,2.11,3709134,3.74,3.1e-06,1.4e-05,2.8e-05,5.3e-05,4.4e-05,0.012,       (2015 BC511),       (2015 BC511),
12177,59800,1.456,0.591,12.08,126.53,97.0,73.1,3709132,1.76,0.00038,0.001,0.0098,0.0003,0.0062,0.67,       (2015 BD511),       (2015 BD511),
12178,59800,2.609,0.628,0.37,126.0,332.95,290.92,3709136,4.21,0.00098,0.0058,0.00016,0.0055,0.0073,5.1,       (2015 BE511),       (2015 BE511),
12179,59800,1.316,0.2762,5.71,150.1,37.85,323.18,3709135,1.51,2.1e-05,9.1e-05,0.0052,0.0032,0.023,0.057,       (2015 BF511),       (2015 BF511),
12180,57050,1.203,0.2729,19.21,308.96,101.39,47.88,3709137,1.32,0.00067,0.001,0.041,0.0015,0.054,0.63,       (2015 BQ512),       (2015 BQ512),
12181,59800,1.999,0.7481,5.52,269.14,357.58,211.21,3709247,2.83,0.00017,0.0012,0.0017,0.016,0.02,0.96,       (2015 BU512),       (2015 BU512),
12182,57050,2.078,0.5496,2.64,103.17,345.21,9.87,3709248,2.99,0.0014,0.0063,0.0046,0.014,0.0087,5.0,       (2015 BW512),       (2015 BW512),
12183,59800,0.8783,0.6658,23.31,317.6,13.87,184.63,3709250,0.823,7.6e-07,5.4e-08,7e-05,1.9e-05,6.4e-05,2.8e-05,       (2015 BY512),       (2015 BY512),
12184,57047,1.748,0.7001,4.08,293.23,87.75,22.64,3709251,2.31,0.00075,0.0034,0.0047,0.00072,0.0025,2.4,       (2015 BA513),       (2015 BA513),
12185,59800,0.9609,0.3862,6.74,347.68,358.69,95.07,3709252,0.942,8.3e-07,1e-07,1.3e-05,5.4e-05,7.1e-05,5.6e-05,       (2015 BE513),       (2015 BE513),
12186,59800,1.73,0.4538,0.49,115.53,333.71,124.59,3709285,2.28,0.00029,0.00087,0.00025,0.0093,0.012,0.62,       (2015 BP513),       (2015 BP513),
12187,57050,1.124,0.3898,33.15,132.15,104.59,297.43,3709397,1.19,0.0025,0.0049,0.23,0.0026,0.31,2.8,       (2015 BH514),       (2015 BH514),
12188,59800,1.936,0.7102,60.54,328.93,310.75,235.63,3709398,2.69,2.8e-07,8.8e-08,5.8e-05,6.4e-06,3.1e-05,6.7e-05,       (2015 BJ514),       (2015 BJ514),
12189,59800,1.265,0.1829,10.21,316.67,228.81,62.1,3709400,1.42,7e-05,0.00013,0.0034,0.00056,0.0002,0.077,       (2015 BL514),       (2015 BL514),
12190,59800,2.427,0.5444,5.01,37.25,101.52,350.96,3709401,3.78,0.00023,0.0011,0.0017,0.011,0.016,0.97,       (2015 BM514),       (2015 BM514),
12191,59800,2.117,0.5746,17.85,259.69,329.58,130.08,3709449,3.08,3.2e-08,1.7e-08,1.1e-05,3.1e-05,2.8e-05,1.3e-05,       (2015 BR514),       (2015 BR514),
12192,59800,2.631,0.5471,7.06,337.15,153.68,278.33,3709549,4.27,0.00048,0.0046,0.0027,0.018,0.044,4.1,       (2015 BC515),       (2015 BC515),
12193,59800,2.017,0.6194,7.3,34.57,203.28,192.73,3709550,2.86,0.00018,0.00073,0.0013,0.008,0.0047,0.57,       (2015 BD515),       (2015 BD515),
12194,59800,1.75,0.4464,5.27,152.34,59.26,45.9,3709602,2.32,1.9e-08,4.1e-09,3.8e-06,3.7e-05,3.9e-05,2.9e-06,       (2015 BK515),       (2015 BK515),
12195,59800,1.883,0.3426,13.09,334.11,221.88,297.16,3709601,2.58,1.4e-05,5e-05,0.00042,8.1e-05,0.00024,0.037,       (2015 BL515),       (2015 BL515),
12196,59800,2.248,0.4413,23.75,116.45,299.12,121.38,3709603,3.37,4.1e-06,1.5e-06,0.00031,0.00028,9.2e-05,0.0013,       (2015 BM515),       (2015 BM515),
12197,57053,2.633,0.5084,3.99,22.18,119.6,356.17,3709604,4.27,0.0018,0.011,0.0097,0.097,0.19,9.9,       (2015 BN515),       (2015 BN515),
12198,57052,1.807,0.4103,33.32,124.09,356.39,3.46,3709710,2.43,0.012,0.038,0.39,0.0032,0.041,28.0,       (2015 BO515),       (2015 BO515),
12199,59800,1.251,0.1715,17.75,134.35,196.59,304.5,3709711,1.4,2.5e-07,6e-09,2.5e-05,2.3e-05,3.3e-05,3.7e-06,       (2015 BP515),       (2015 BP515),
12200,57051,1.415,0.2553,21.23,118.94,308.51,37.86,3709714,1.68,0.0063,0.014,0.34,0.029,0.23,8.9,       (2015 BQ515),       (2015 BQ515),
12201,59800,1.22,0.0319,22.3,315.99,261.62,133.09,3709774,1.35,9.8e-07,4.1e-08,6.2e-05,2.1e-05,0.0013,2.5e-05,       (2015 BR515),       (2015 BR515),
12202,59800,1.423,0.2207,30.02,163.18,217.25,267.94,3709956,1.7,5e-07,3.6e-08,4.5e-05,2.3e-05,0.00021,2.4e-05,       (2015 BT515),       (2015 BT515),
12203,59800,2.437,0.5688,5.14,177.3,54.54,316.78,3709957,3.8,8.7e-07,7.6e-07,2.9e-05,0.00029,0.00032,0.00065,       (2015 BU515),       (2015 BU515),
